user_id,movie_id,tag,timestamp_tag
162534,189169,comedy,2018-05-28 14:36:15
162534,189169,disabled,2018-05-28 14:36:21
162534,189169,robbery,2018-05-28 14:36:33
162521,8874,cornetto triolgy,2015-03-25 19:21:26
162521,66934,Nathan Fillion,2015-03-25 19:26:56
162521,66934,Neil Patrick Harris,2015-03-25 19:26:51
162521,51255,cornetto trilogy,2015-03-25 19:20:47
162521,103341,cornetto trilogy,2015-03-25 19:20:59
162512,3256,the book was better,2006-04-18 18:29:29
162512,1726,the book was better,2006-04-18 18:29:03
162501,112556,crazy wife,2015-01-23 05:17:33
162501,112556,crime,2015-01-23 05:17:33
162501,112556,the wife did it,2015-01-23 05:17:33
162492,260,classic sci-fi,2015-07-09 19:08:15
162492,260,EPIC,2015-07-09 19:08:02
162467,135887,banana,2015-07-14 19:23:20
162467,135887,crown,2015-07-14 19:23:20
162467,135887,bob,2015-07-14 19:23:20
162467,260,starship,2015-07-12 14:23:09
162467,260,space battle,2015-07-12 14:23:30
162462,260,the force,2015-03-27 15:27:09
162462,260,scifi,2015-03-27 15:27:09
162462,260,space,2015-03-27 15:27:09
162447,260,genre busting,2015-07-31 01:28:00
162447,260,Original,2015-07-31 01:27:43
162440,318,crime,2019-07-05 19:59:04
162440,318,redemption,2019-07-05 20:01:45
162440,318,gritty,2019-07-05 19:59:51
162440,318,heartwarming,2019-07-05 19:53:57
162440,318,touching story,2019-07-05 19:54:30
162440,318,injustice,2019-07-05 19:59:59
162440,318,sad,2019-07-05 20:04:44
162440,318,Stephen King,2019-07-05 20:01:26
162440,318,survival,2019-07-05 20:04:57
162440,318,determination,2019-07-05 19:59:07
162440,318,wonderful,2019-07-05 20:05:05
162440,318,great soundtrack,2019-07-05 19:56:12
162440,318,classic,2019-07-05 19:58:59
162440,318,life changing,2019-07-05 20:00:19
162440,318,true story,2019-07-05 20:04:24
162440,318,escape from prison,2019-07-05 19:59:24
162440,318,justice,2019-07-05 20:00:15
162440,318,meaning of life,2019-07-05 20:00:31
162440,318,morality,2019-07-05 20:00:38
162440,318,freedom,2019-07-05 19:59:33
162440,318,jailbreak,2019-07-05 20:00:13
162440,318,excellent script,2019-07-05 19:54:57
162440,318,great ending,2019-07-05 19:53:50
162440,318,Morgan Freeman,2019-07-05 20:00:41
162440,318,friendship,2019-07-05 19:55:09
162440,318,masterpiece,2019-07-05 20:00:26
162440,318,existentialism,2019-07-05 19:59:30
162440,318,jail,2019-07-05 20:00:11
162440,318,intrigue,2019-07-05 20:00:07
162440,318,1940s,2019-07-05 19:58:12
162440,318,great story,2019-07-05 19:54:42
162440,318,book adaptation,2019-07-05 19:58:50
162440,318,Slightly overrated,2019-07-05 20:04:18
162440,318,prison,2019-07-05 20:01:21
162440,318,adapted from:book,2019-07-05 19:58:24
162440,318,spiritual,2019-07-05 20:04:47
162440,318,revenge,2019-07-05 20:01:43
162440,318,imdb top 250,2019-07-05 19:56:15
162440,318,smart,2019-07-05 20:04:34
162440,318,prison break,2019-07-05 20:04:32
162440,318,based on a book,2019-07-05 19:58:35
162440,318,realism,2019-07-05 20:05:02
162440,318,prison drama,2019-07-05 20:03:59
162440,318,prison escape,2019-07-05 20:01:18
162440,318,violence,2019-07-05 20:04:01
162440,318,good,2019-07-05 19:59:39
162440,318,dramatic,2019-07-05 19:59:12
162440,318,drama,2019-07-05 19:59:10
162440,318,rape,2019-07-05 20:04:06
162440,318,sentimental,2019-07-05 20:01:49
162440,318,message of hope,2019-07-05 20:00:33
162440,318,prisoner,2019-07-05 20:04:14
162440,318,slow,2019-07-05 20:04:10
162440,318,great performances,2019-07-05 19:55:47
162440,318,sexual violence,2019-07-05 20:04:04
162440,318,mystery,2019-07-05 20:00:45
162440,318,wrongly convicted,2019-07-05 20:05:08
162440,318,must see,2019-07-05 20:00:43
162440,318,gripping,2019-07-05 19:59:48
162440,318,psychology,2019-07-05 20:01:39
162440,318,powerful ending,2019-07-05 20:01:31
162440,318,twist ending,2019-07-05 19:53:45
162440,318,bittersweet,2019-07-05 19:58:45
162440,318,uplifting,2019-07-05 19:54:15
162440,318,moral ambiguity,2019-07-05 20:00:36
162440,318,atmospheric,2019-07-05 19:58:30
162440,318,good acting,2019-07-05 19:55:45
162440,318,wrongful imprisonment,2019-07-05 20:04:28
162440,318,surprise ending,2019-07-05 19:54:05
162440,318,cinematographer-director,2019-07-05 19:58:55
162440,318,power of belief,2019-07-05 20:04:39
162440,318,plot twist,2019-07-05 19:54:27
162440,318,philosophical,2019-07-05 20:04:55
162440,318,intelligent,2019-07-05 19:58:01
162440,318,perseverance,2019-07-05 20:04:36
162440,318,patience,2019-07-05 20:04:59
162440,318,emotional,2019-07-05 19:59:15
162440,318,endurance,2019-07-05 19:59:17
162440,318,overcoming adversiry,2019-07-05 20:04:52
162440,318,suicide,2019-07-05 20:04:49
162440,318,outsmarted,2019-07-05 20:00:57
162440,318,Oscar Nominee: Best Picture 1994,2019-07-05 20:00:55
162440,318,narrated,2019-07-05 20:00:47
162440,318,integrity,2019-07-05 20:00:04
162440,318,friends,2019-07-05 19:59:36
162440,318,suspense,2019-07-05 20:05:13
162440,318,Like Most,2019-07-05 20:00:22
162440,318,thought-provoking,2019-07-05 20:01:23
162440,318,Tim Robbins,2019-07-05 20:01:34
162440,318,beautiful,2019-07-05 19:58:39
162440,318,reflective,2019-07-05 20:01:28
162440,318,Oscar Nominee: Best Picture,2019-07-05 20:00:52
162440,318,escape,2019-07-05 19:59:19
162440,318,feel-good,2019-07-05 19:55:03
162440,318,believe,2019-07-05 19:58:42
162440,318,touching,2019-07-05 19:56:26
162440,318,good story,2019-07-05 19:56:07
162440,318,corruption,2019-07-05 19:59:01
162440,318,exciting plot,2019-07-05 19:59:27
162440,318,clever,2019-07-05 19:54:59
162440,318,great acting,2019-07-05 19:55:18
162440,318,inspiring,2019-07-05 19:55:01
162440,318,nice,2019-07-05 20:00:49
162440,318,human story,2019-07-05 19:59:56
162440,318,inspirational,2019-07-05 19:55:52
162440,318,hope,2019-07-05 19:59:53
162423,79091,heartwarming,2015-09-09 15:43:42
162423,79091,minions,2015-09-09 15:43:45
162400,46578,comedy,2019-05-26 00:06:07
162400,46578,homosexuality,2019-05-26 00:06:26
162400,5445,corruption,2019-05-25 23:57:40
162400,5445,action,2019-05-25 23:57:11
162400,5445,surveillance,2019-05-25 23:57:44
162400,5445,crime,2019-05-25 23:58:50
162400,46578,Paul Dano,2019-05-26 00:05:46
162400,46578,off-beat comedy,2019-05-26 00:06:16
162400,46578,Oscar Nominee: Best Picture,2019-05-26 00:05:35
162400,593,thriller,2019-05-25 23:54:24
162400,593,Oscar (Best Picture),2019-05-25 23:53:40
162400,177651,slice of life,2019-05-26 00:04:30
162400,55820,thriller,2019-05-25 18:41:13
162400,177651,realistic,2019-05-26 00:04:46
162400,177651,A24,2019-05-26 00:04:21
162400,152077,suspense,2019-05-26 00:02:54
162400,152077,dark,2019-05-26 00:03:06
162400,55820,suspense,2019-05-25 18:41:32
162400,55820,Coen Brothers,2019-05-25 18:41:03
162400,5445,mystery,2019-05-25 23:57:21
162400,593,imdb top 250,2019-05-25 23:55:38
162400,55820,Oscar Winner: Best Picture,2019-05-25 18:41:01
162400,55820,tension,2019-05-25 18:41:17
162400,46578,deadpan,2019-05-26 00:06:47
162400,55820,crime,2019-05-25 22:57:43
162400,148626,Oscar Nominee: Best Picture,2019-05-26 00:16:25
162400,148626,social commentary,2019-05-26 00:16:51
162400,148626,witty,2019-05-26 00:16:29
162400,148626,fraud,2019-05-26 00:16:33
162400,152077,claustrophobic,2019-05-26 00:02:21
162400,152077,thriller,2019-05-26 00:03:03
162400,148626,political,2019-05-26 01:55:46
162400,148626,Ryan Gosling,2019-05-26 00:16:13
162400,148626,Steve Carell,2019-05-26 00:16:17
162400,148626,breaking the fourth wall,2019-05-26 00:16:07
162400,593,disturbing,2019-05-25 23:54:56
162400,46578,satire,2019-05-26 00:06:18
162400,46578,dysfunctional family,2019-05-26 00:06:12
162400,152077,Damien Chazelle,2019-05-26 00:02:34
162400,46578,social commentary,2019-05-26 00:05:41
162400,152077,twist ending,2019-05-26 00:03:58
162400,152077,great ending,2019-05-26 00:04:00
162400,55820,hitman,2019-05-25 22:58:07
162400,152077,unexpected ending,2019-05-26 00:03:18
162400,46578,Steve Carell,2019-05-26 00:07:03
162400,55820,dark,2019-05-25 22:57:49
162400,46578,dark comedy,2019-05-26 00:05:53
162400,176419,horror,2019-05-26 06:58:17
162400,4963,con artists,2019-05-26 00:01:53
162400,115713,thriller,2019-05-25 23:22:03
162400,296,dark comedy,2019-05-25 23:00:07
162400,296,satire,2019-05-25 23:01:07
162400,296,Steve Buscemi,2019-05-25 23:01:18
162400,296,suspense,2019-05-25 23:01:53
162400,296,good dialogue,2019-05-25 23:00:18
162400,296,Quentin Tarantino,2019-05-25 23:00:05
162400,184399,A24,2019-05-25 23:20:36
162400,184399,anxiety,2019-05-25 23:17:16
162400,184399,Bo Burnham,2019-05-25 23:17:12
162400,184399,realistic,2019-05-25 23:17:29
162400,184399,social media,2019-05-25 23:17:37
162400,184399,middle school,2019-05-25 23:17:32
162400,115713,tense,2019-05-25 23:22:17
162400,4963,thriller,2019-05-26 00:01:14
162400,115713,turing test,2019-05-25 23:21:29
162400,115713,sad ending,2019-05-25 23:23:21
162400,115713,Oscar Isaac,2019-05-25 23:21:02
162400,115713,plot twist,2019-05-25 23:22:30
162400,115713,manipulation,2019-05-25 23:22:47
162400,115713,A24,2019-05-25 23:20:10
162400,2288,horror,2019-05-25 23:32:41
162400,2288,paranoia,2019-05-25 23:32:52
162400,2288,practical effects,2019-05-25 23:32:39
162400,2288,shape shifter,2019-05-25 23:33:41
162400,2288,suspense,2019-05-25 23:33:20
162400,2288,claustrophobic,2019-05-25 23:34:12
162400,296,Oscar Nominee: Best Picture,2019-05-25 23:01:15
162400,296,killer-as-protagonist,2019-05-25 23:02:23
162400,296,ironic,2019-05-25 23:02:26
162400,296,imdb top 250,2019-05-25 23:01:42
162400,4963,heist,2019-05-25 23:59:48
162400,4963,crime gone awry,2019-05-26 00:00:28
162400,4963,con men,2019-05-26 00:01:12
162400,4963,pickpocket,2019-05-26 00:01:04
