user_id,movie_id,rating,timestamp_rating
162534,189169,2.5,2018-05-28 14:35:45
162534,189169,2.5,2018-05-28 14:35:45
162534,189169,2.5,2018-05-28 14:35:45
162521,8874,4.5,2015-03-25 18:38:58
162521,66934,4.5,2015-03-25 19:26:31
162521,66934,4.5,2015-03-25 19:26:31
162521,51255,4.0,2009-04-27 20:39:53
162521,103341,4.5,2015-03-25 19:19:33
162512,3256,3.5,2006-04-18 18:29:35
162512,1726,5.0,2006-04-18 18:28:39
162501,112556,3.5,2014-11-08 01:49:14
162501,112556,3.5,2014-11-08 01:49:14
162501,112556,3.5,2014-11-08 01:49:14
162492,260,5.0,2015-07-09 19:09:54
162492,260,5.0,2015-07-09 19:09:54
162467,135887,5.0,2015-07-12 15:28:44
162467,135887,5.0,2015-07-12 15:28:44
162467,135887,5.0,2015-07-12 15:28:44
162467,260,2.0,2015-07-12 15:26:33
162467,260,2.0,2015-07-12 15:26:33
162462,260,5.0,2015-03-27 15:17:54
162462,260,5.0,2015-03-27 15:17:54
162462,260,5.0,2015-03-27 15:17:54
162447,260,4.0,2015-07-31 01:56:20
162447,260,4.0,2015-07-31 01:56:20
162440,318,4.0,2019-07-05 20:05:35
162440,318,4.0,2019-07-05 20:05:35
162440,318,4.0,2019-07-05 20:05:35
162440,318,4.0,2019-07-05 20:05:35
162440,318,4.0,2019-07-05 20:05:35
162440,318,4.0,2019-07-05 20:05:35
162440,318,4.0,2019-07-05 20:05:35
162440,318,4.0,2019-07-05 20:05:35
162440,318,4.0,2019-07-05 20:05:35
162440,318,4.0,2019-07-05 20:05:35
162440,318,4.0,2019-07-05 20:05:35
162440,318,4.0,2019-07-05 20:05:35
162440,318,4.0,2019-07-05 20:05:35
162440,318,4.0,2019-07-05 20:05:35
162440,318,4.0,2019-07-05 20:05:35
162440,318,4.0,2019-07-05 20:05:35
162440,318,4.0,2019-07-05 20:05:35
162440,318,4.0,2019-07-05 20:05:35
162440,318,4.0,2019-07-05 20:05:35
162440,318,4.0,2019-07-05 20:05:35
162440,318,4.0,2019-07-05 20:05:35
162440,318,4.0,2019-07-05 20:05:35
162440,318,4.0,2019-07-05 20:05:35
162440,318,4.0,2019-07-05 20:05:35
